Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
21_21_05,25,0.372796554,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,0.335454824,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,0.452601099,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.187290834,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.25819688,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.335940201,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.334303537,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.048843386,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.111005016,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.236043154,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.202765996,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,15,0.326010423,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,15,0.324698802,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,15,0.314990752,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,15,0.275782856,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,19,0.599014569,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,19,0.627144102,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,19,0.537469383,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,19,0.562707098,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,21,0.722155741,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,21,0.743702849,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,21,0.501472574,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,21,0.589545835,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,23,0.821251067,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,23,0.838905666,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,23,0.589136783,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,23,0.665429304,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,1.022732188,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,0.915176981,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,1.040365463,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,25,0.939966509,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.89306763,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.74558518,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.89110534,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,30,0.924061038,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.389634106,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.554674163,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.666818728,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_05,35,0.701686562,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
21_21_06,5,0.036971716,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.016025265,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.014848115,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.055914956,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.049065568,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.044950551,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.152751141,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.150538631,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.213789876,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.147713034,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.119466318,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.072155818,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,0.254476047,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,0.249619217,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,0.257933893,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,0.285618812,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,0.321952022,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,0.224852212,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,0.274044835,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,0.422025407,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,0.243578984,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,0.286547961,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,0.244810564,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,0.247840337,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.18838598,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.249206045,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.276699293,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.308067916,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.041941043,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.071180282,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.057263686,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.046695327,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.201185599,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.146920675,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.178074919,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,5,0.239468128,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.416120507,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.514085836,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.636734129,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,10,0.651453676,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.723161764,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.896302257,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.678853886,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,15,0.607508407,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,1.178743687,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,1.171603138,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,1.400870534,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,19,1.411878465,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,2.386429689,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,2.202444414,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,1.889368219,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,21,1.764133249,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,1.057433778,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,1.004230694,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,1.175911795,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,23,1.490788853,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.90242074,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,0.917234985,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,1.234645261,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,25,1.157152055,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.375390164,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.324641505,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.653852165,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_21_06,30,0.597582296,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.
21_RT_01,23,0.040039568,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,23,0.032226921,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.339978013,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.204437568,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.245827469,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.049314736,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,23,1.322920545,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,23,1.884716309,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.379516496,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.381352433,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.717976013,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_01,30,0.939125902,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,sp.
21_RT_02,15,0.267893983,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.199594037,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.14963435,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.233225785,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.403272981,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.438091202,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.372902274,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.487589743,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,0.443219729,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,0.270194333,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,0.503448473,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,0.271717656,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,0.390011922,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,0.480750351,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,40,0.373017924,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.182788607,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.250674608,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.274631275,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.412769446,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.120369691,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.190300885,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.197949448,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,15,0.211957999,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.348573718,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.389231491,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.556293673,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,25,0.549503183,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,0.767487589,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,0.765469686,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,30,1.080395517,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,1.407584528,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,1.496976271,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,35,1.661771568,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,40,0.802203731,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.665012709,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.679065948,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.949953996,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_02,45,0.908336248,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
21_RT_03,15,0.137997724,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
21_RT_03,15,0.068284687,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
21_RT_03,15,0.080645209,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
21_RT_03,15,0.090663512,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
21_RT_03,19,0.202186907,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
21_RT_03,19,0.09910035,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,sp.
